name,rank_jump,first_year,second_year,rank_1,rank_2
easley,0,1880,1880,0,0
bamidele,0,1880,1880,0,0
kenye,0,1880,1880,0,0
steave,0,1880,1880,0,0
traison,0,1880,1880,0,0
arven,0,1880,1880,0,0
dalmar,0,1880,1880,0,0
jasuan,0,1880,1880,0,0
wyze,0,1880,1880,0,0
keisen,0,1880,1880,0,0
louard,0,1880,1880,0,0
lynward,0,1880,1880,0,0
dajean,0,1880,1880,0,0
nassem,0,1880,1880,0,0
khylige,0,1880,1880,0,0
casimere,0,1880,1880,0,0
nafee,0,1880,1880,0,0
aeiden,0,1880,1880,0,0
trajuan,0,1880,1880,0,0
kigen,0,1880,1880,0,0
molique,0,1880,1880,0,0
torao,0,1880,1880,0,0
zedek,0,1880,1880,0,0
shaedon,0,1880,1880,0,0
tyvonne,0,1880,1880,0,0
changa,0,1880,1880,0,0
dreddy,0,1880,1880,0,0
jsaan,0,1880,1880,0,0
brage,0,1880,1880,0,0
naviel,0,1880,1880,0,0
quillon,0,1880,1880,0,0
alesio,0,1880,1880,0,0
arize,0,1880,1880,0,0
elliel,0,1880,1880,0,0
yevgeniy,0,1880,1880,0,0
ghael,0,1880,1880,0,0
trelen,0,1880,1880,0,0
ao,0,1880,1880,0,0
sadaq,0,1880,1880,0,0
rishaank,0,1880,1880,0,0
mayko,0,1880,1880,0,0
ulf,0,1880,1880,0,0
ryanpaul,0,1880,1880,0,0
jakerion,0,1880,1880,0,0
kapish,0,1880,1880,0,0
dylanthomas,0,1880,1880,0,0
musah,0,1880,1880,0,0
jemarr,0,1880,1880,0,0
jhonattan,0,1880,1880,0,0
christerphor,0,1880,1880,0,0
ollice,0,1880,1880,0,0
maurey,0,1880,1880,0,0
toshiharu,0,1880,1880,0,0
wilkinson,0,1880,1880,0,0
hassain,0,1880,1880,0,0
waren,0,1880,1880,0,0
saheb,0,1880,1880,0,0
gionnis,0,1880,1880,0,0
ginno,0,1880,1880,0,0
jaiton,0,1880,1880,0,0
donyai,0,1880,1880,0,0
baldur,0,1880,1880,0,0
shaundale,0,1880,1880,0,0
jitesh,0,1880,1880,0,0
princeeli,0,1880,1880,0,0
benyomin,0,1880,1880,0,0
jeremery,0,1880,1880,0,0
mansell,0,1880,1880,0,0
simitrio,0,1880,1880,0,0
leeshaun,0,1880,1880,0,0
duece,0,1880,1880,0,0
ayston,0,1880,1880,0,0
lemarco,0,1880,1880,0,0
crowell,0,1880,1880,0,0
devontray,0,1880,1880,0,0
dantay,0,1880,1880,0,0
roxen,0,1880,1880,0,0
jahzeir,0,1880,1880,0,0
timaj,0,1880,1880,0,0
amyris,0,1880,1880,0,0
garyon,0,1880,1880,0,0
zaivier,0,1880,1880,0,0
tysheed,0,1880,1880,0,0
frezell,0,1880,1880,0,0
dairus,0,1880,1880,0,0
kanichi,0,1880,1880,0,0
ausbon,0,1880,1880,0,0
levid,0,1880,1880,0,0
justas,0,1880,1880,0,0
guile,0,1880,1880,0,0
walfre,0,1880,1880,0,0
carlysle,0,1880,1880,0,0
pantalion,0,1880,1880,0,0
jacarii,0,1880,1880,0,0
siosiua,0,1880,1880,0,0
gabiel,0,1880,1880,0,0
prabal,0,1880,1880,0,0
minhquan,0,1880,1880,0,0
bose,0,1880,1880,0,0
luisgustavo,0,1880,1880,0,0
kemarui,0,1880,1880,0,0
khailen,0,1880,1880,0,0
kinaan,0,1880,1880,0,0
tradarrius,0,1880,1880,0,0
vytas,0,1880,1880,0,0
georffrey,0,1880,1880,0,0
rysen,0,1880,1880,0,0
bendrick,0,1880,1880,0,0
quaashie,0,1880,1880,0,0
kyrelle,0,1880,1880,0,0
damarrea,0,1880,1880,0,0
jsai,0,1880,1880,0,0
fermen,0,1880,1880,0,0
layron,0,1880,1880,0,0
jazarian,0,1880,1880,0,0
daquante,0,1880,1880,0,0
jarratt,0,1880,1880,0,0
godrick,0,1880,1880,0,0
colgan,0,1880,1880,0,0
vontavius,0,1880,1880,0,0
arko,0,1880,1880,0,0
zarar,0,1880,1880,0,0
traquez,0,1880,1880,0,0
jahdon,0,1880,1880,0,0
ibhaan,0,1880,1880,0,0
steffano,0,1880,1880,0,0
raynoldo,0,1880,1880,0,0
dantel,0,1880,1880,0,0
drevonte,0,1880,1880,0,0
jerme,0,1880,1880,0,0
luam,0,1880,1880,0,0
kahliel,0,1880,1880,0,0
nischay,0,1880,1880,0,0
aidens,0,1880,1880,0,0
rockefeller,0,1880,1880,0,0
kying,0,1880,1880,0,0
jeico,0,1880,1880,0,0
jacksten,0,1880,1880,0,0
quisto,0,1880,1880,0,0
xade,0,1880,1880,0,0
yohandri,0,1880,1880,0,0
kerk,0,1880,1880,0,0
kiernen,0,1880,1880,0,0
matthewjohn,0,1880,1880,0,0
keomani,0,1880,1880,0,0
dysean,0,1880,1880,0,0
gersain,0,1880,1880,0,0
tahitoa,0,1880,1880,0,0
kadarian,0,1880,1880,0,0
kreid,0,1880,1880,0,0
richon,0,1880,1880,0,0
vantha,0,1880,1880,0,0
neptali,0,1880,1880,0,0
xabriel,0,1880,1880,0,0
oshean,0,1880,1880,0,0
mickyle,0,1880,1880,0,0
quazi,0,1880,1880,0,0
makalani,0,1880,1880,0,0
laprince,0,1880,1880,0,0
luvert,0,1880,1880,0,0
nishith,0,1880,1880,0,0
felando,0,1880,1880,0,0
jabahri,0,1880,1880,0,0
angelou,0,1880,1880,0,0
feysal,0,1880,1880,0,0
kowan,0,1880,1880,0,0
japaul,0,1880,1880,0,0
viraan,0,1880,1880,0,0
kyriq,0,1880,1880,0,0
cailum,0,1880,1880,0,0
ianis,0,1880,1880,0,0
bruner,0,1880,1880,0,0
zamareon,0,1880,1880,0,0
javieon,0,1880,1880,0,0
vaclav,0,1880,1880,0,0
shaydin,0,1880,1880,0,0
qwenton,0,1880,1880,0,0
tomo,0,1880,1880,0,0
janyus,0,1880,1880,0,0
tajmere,0,1880,1880,0,0
holmer,0,1880,1880,0,0
nikholai,0,1880,1880,0,0
corden,0,1880,1880,0,0
fernan,0,1880,1880,0,0
kamarre,0,1880,1880,0,0
welmer,0,1880,1880,0,0
jalob,0,1880,1880,0,0
ralphell,0,1880,1880,0,0
amechi,0,1880,1880,0,0
mekos,0,1880,1880,0,0
epitacio,0,1880,1880,0,0
richarlison,0,1880,1880,0,0
jhasai,0,1880,1880,0,0
knoll,0,1880,1880,0,0
amhir,0,1880,1880,0,0
temuge,0,1880,1880,0,0
addax,0,1880,1880,0,0
orvo,0,1880,1880,0,0
jashod,0,1880,1880,0,0
delmarco,0,1880,1880,0,0
dakaden,0,1880,1880,0,0
zomari,0,1880,1880,0,0
benjain,0,1880,1880,0,0
trvis,0,1880,1880,0,0
wanyae,0,1880,1880,0,0
michaelangel,0,1880,1880,0,0
remsen,0,1880,1880,0,0
teco,0,1880,1880,0,0
carthell,0,1880,1880,0,0
jomei,0,1880,1880,0,0
gerran,0,1880,1880,0,0
sharmake,0,1880,1880,0,0
reney,0,1880,1880,0,0
alexader,0,1880,1880,0,0
maxximo,0,1880,1880,0,0
amaud,0,1880,1880,0,0
eiram,0,1880,1880,0,0
atreides,0,1880,1880,0,0
micaih,0,1880,1880,0,0
lomant,0,1880,1880,0,0
johnan,0,1880,1880,0,0
torray,0,1880,1880,0,0
dristan,0,1880,1880,0,0
princezion,0,1880,1880,0,0
macauly,0,1880,1880,0,0
yelisey,0,1880,1880,0,0
ishman,0,1880,1880,0,0
huberto,0,1880,1880,0,0
trevathan,0,1880,1880,0,0
kairaba,0,1880,1880,0,0
jodiel,0,1880,1880,0,0
zackorie,0,1880,1880,0,0
negus,0,1880,1880,0,0
pono,0,1880,1880,0,0
harriel,0,1880,1880,0,0
ryaire,0,1880,1880,0,0
daizhon,0,1880,1880,0,0
izavion,0,1880,1880,0,0
jannuel,0,1880,1880,0,0
nymire,0,1880,1880,0,0
daiguan,0,1880,1880,0,0
sigmunt,0,1880,1880,0,0
samien,0,1880,1880,0,0
jasvik,0,1880,1880,0,0
shahn,0,1880,1880,0,0
zemarion,0,1880,1880,0,0
kymiri,0,1880,1880,0,0
harihar,0,1880,1880,0,0
ozi,0,1880,1880,0,0
demire,0,1880,1880,0,0
braegan,0,1880,1880,0,0
adhan,0,1880,1880,0,0
theodia,0,1880,1880,0,0
yoshiyah,0,1880,1880,0,0
vincil,0,1880,1880,0,0
javiyon,0,1880,1880,0,0
jereimah,0,1880,1880,0,0
ermiyas,0,1880,1880,0,0
aud,0,1880,1880,0,0
larnelle,0,1880,1880,0,0
saragosa,0,1880,1880,0,0
kerel,0,1880,1880,0,0
sammul,0,1880,1880,0,0
ondrej,0,1880,1880,0,0
coel,0,1880,1880,0,0
davarous,0,1880,1880,0,0
rontarius,0,1880,1880,0,0
kaiis,0,1880,1880,0,0
jadarrian,0,1880,1880,0,0
berg,0,1880,1880,0,0
chazaray,0,1880,1880,0,0
niaz,0,1880,1880,0,0
muhaymin,0,1880,1880,0,0
naishaun,0,1880,1880,0,0
davaunte,0,1880,1880,0,0
manoe,0,1880,1880,0,0
cademon,0,1880,1880,0,0
syliss,0,1880,1880,0,0
rayjay,0,1880,1880,0,0
foyster,0,1880,1880,0,0
jahidi,0,1880,1880,0,0
hirsch,0,1880,1880,0,0
rijad,0,1880,1880,0,0
kamion,0,1880,1880,0,0
oluwadurotimi,0,1880,1880,0,0
jacquari,0,1880,1880,0,0
khailil,0,1880,1880,0,0
taqwan,0,1880,1880,0,0
aydrik,0,1880,1880,0,0
ptah,0,1880,1880,0,0
debonair,0,1880,1880,0,0
gerin,0,1880,1880,0,0
jemon,0,1880,1880,0,0
duwaine,0,1880,1880,0,0
sivert,0,1880,1880,0,0
junyu,0,1880,1880,0,0
zeovanni,0,1880,1880,0,0
akelius,0,1880,1880,0,0
sahim,0,1880,1880,0,0
sajen,0,1880,1880,0,0
gailand,0,1880,1880,0,0
ezelio,0,1880,1880,0,0
kammeron,0,1880,1880,0,0
kinganthony,0,1880,1880,0,0
eyup,0,1880,1880,0,0
ahsad,0,1880,1880,0,0
sakoni,0,1880,1880,0,0
saintjohn,0,1880,1880,0,0
khodee,0,1880,1880,0,0
adidev,0,1880,1880,0,0
ahmare,0,1880,1880,0,0
ohitika,0,1880,1880,0,0
lyham,0,1880,1880,0,0
hamaad,0,1880,1880,0,0
marlvin,0,1880,1880,0,0
jhasir,0,1880,1880,0,0
teontae,0,1880,1880,0,0
trevail,0,1880,1880,0,0
martrez,0,1880,1880,0,0
rhy,0,1880,1880,0,0
brydin,0,1880,1880,0,0
lorenc,0,1880,1880,0,0
monterion,0,1880,1880,0,0
dominykas,0,1880,1880,0,0
krishaan,0,1880,1880,0,0
yandier,0,1880,1880,0,0
zxavian,0,1880,1880,0,0
sirica,0,1880,1880,0,0
eisenhower,0,1880,1880,0,0
kingdon,0,1880,1880,0,0
antorion,0,1880,1880,0,0
waldy,0,1880,1880,0,0
moneeb,0,1880,1880,0,0
hansh,0,1880,1880,0,0
lidell,0,1880,1880,0,0
jahsiyah,0,1880,1880,0,0
kullin,0,1880,1880,0,0
nasar,0,1880,1880,0,0
swede,0,1880,1880,0,0
jerymiah,0,1880,1880,0,0
lakel,0,1880,1880,0,0
tyji,0,1880,1880,0,0
husai,0,1880,1880,0,0
kondwani,0,1880,1880,0,0
micahjoseph,0,1880,1880,0,0
yuvik,0,1880,1880,0,0
leonord,0,1880,1880,0,0
forace,0,1880,1880,0,0
taurin,0,1880,1880,0,0
tesher,0,1880,1880,0,0
salahudeen,0,1880,1880,0,0
tilan,0,1880,1880,0,0
natrell,0,1880,1880,0,0
jeidyn,0,1880,1880,0,0
johnvincent,0,1880,1880,0,0
syid,0,1880,1880,0,0
isriel,0,1880,1880,0,0
jaylaun,0,1880,1880,0,0
jamalachi,0,1880,1880,0,0
diab,0,1880,1880,0,0
tevell,0,1880,1880,0,0
jaqueal,0,1880,1880,0,0
grandin,0,1880,1880,0,0
subhi,0,1880,1880,0,0
marcquel,0,1880,1880,0,0
stylz,0,1880,1880,0,0
koreon,0,1880,1880,0,0
curtavious,0,1880,1880,0,0
furlon,0,1880,1880,0,0
zimbalist,0,1880,1880,0,0
frankel,0,1880,1880,0,0
yandry,0,1880,1880,0,0
stevonte,0,1880,1880,0,0
salahaldin,0,1880,1880,0,0
gaibriel,0,1880,1880,0,0
diell,0,1880,1880,0,0
jmarcus,0,1880,1880,0,0
dasaan,0,1880,1880,0,0
jaquest,0,1880,1880,0,0
idin,0,1880,1880,0,0
davidallen,0,1880,1880,0,0
naylor,0,1880,1880,0,0
nikul,0,1880,1880,0,0
valentim,0,1880,1880,0,0
dovy,0,1880,1880,0,0
jayben,0,1880,1880,0,0
vondrell,0,1880,1880,0,0
evell,0,1880,1880,0,0
kyeler,0,1880,1880,0,0
yenziel,0,1880,1880,0,0
walace,0,1880,1880,0,0
clemson,0,1880,1880,0,0
nivam,0,1880,1880,0,0
zakarion,0,1880,1880,0,0
dominant,0,1880,1880,0,0
ilex,0,1880,1880,0,0
jermarkus,0,1880,1880,0,0
marterrius,0,1880,1880,0,0
herick,0,1880,1880,0,0
kolbyn,0,1880,1880,0,0
chardarius,0,1880,1880,0,0
longin,0,1880,1880,0,0
jahlee,0,1880,1880,0,0
jodhveer,0,1880,1880,0,0
chaysten,0,1880,1880,0,0
jaycier,0,1880,1880,0,0
jabrien,0,1880,1880,0,0
izavier,0,1880,1880,0,0
ridgway,0,1880,1880,0,0
tykie,0,1880,1880,0,0
zaed,0,1880,1880,0,0
zyyon,0,1880,1880,0,0
rupen,0,1880,1880,0,0
reaksmey,0,1880,1880,0,0
syden,0,1880,1880,0,0
brener,0,1880,1880,0,0
brejon,0,1880,1880,0,0
holcomb,0,1880,1880,0,0
otley,0,1880,1880,0,0
knightlee,0,1880,1880,0,0
muhammadusman,0,1880,1880,0,0
ryshon,0,1880,1880,0,0
siddeeq,0,1880,1880,0,0
xazavier,0,1880,1880,0,0
yorvin,0,1880,1880,0,0
jhamar,0,1880,1880,0,0
billison,0,1880,1880,0,0
jonsi,0,1880,1880,0,0
stolas,0,1880,1880,0,0
mager,0,1880,1880,0,0
caleob,0,1880,1880,0,0
merlan,0,1880,1880,0,0
mijael,0,1880,1880,0,0
gerben,0,1880,1880,0,0
ekas,0,1880,1880,0,0
ernestor,0,1880,1880,0,0
loval,0,1880,1880,0,0
rogar,0,1880,1880,0,0
johnalexander,0,1880,1880,0,0
poojan,0,1880,1880,0,0
deeandre,0,1880,1880,0,0
finly,0,1880,1880,0,0
chezkel,0,1880,1880,0,0
tuscan,0,1880,1880,0,0
taureon,0,1880,1880,0,0
youri,0,1880,1880,0,0
antal,0,1880,1880,0,0
jendriel,0,1880,1880,0,0
stevyn,0,1880,1880,0,0
xandros,0,1880,1880,0,0
bobb,0,1880,1880,0,0
bryaire,0,1880,1880,0,0
bibiano,0,1880,1880,0,0
dual,0,1880,1880,0,0
stanleigh,0,1880,1880,0,0
almeer,0,1880,1880,0,0
fredreick,0,1880,1880,0,0
clarenc,0,1880,1880,0,0
sparky,0,1880,1880,0,0
kymeer,0,1880,1880,0,0
meelad,0,1880,1880,0,0
jezekiel,0,1880,1880,0,0
anirved,0,1880,1880,0,0
hadin,0,1880,1880,0,0
gurvansh,0,1880,1880,0,0
lerald,0,1880,1880,0,0
javarrion,0,1880,1880,0,0
darhyl,0,1880,1880,0,0
temarcus,0,1880,1880,0,0
jorde,0,1880,1880,0,0
keimar,0,1880,1880,0,0
alistaire,0,1880,1880,0,0
manh,0,1880,1880,0,0
ayyoub,0,1880,1880,0,0
tauras,0,1880,1880,0,0
enemencio,0,1880,1880,0,0
ghanem,0,1880,1880,0,0
eluid,0,1880,1880,0,0
mikayeel,0,1880,1880,0,0
priyank,0,1880,1880,0,0
isaque,0,1880,1880,0,0
letwan,0,1880,1880,0,0
montezuma,0,1880,1880,0,0
xandri,0,1880,1880,0,0
alioth,0,1880,1880,0,0
deloren,0,1880,1880,0,0
thamos,0,1880,1880,0,0
taaraz,0,1880,1880,0,0
jawen,0,1880,1880,0,0
xaziel,0,1880,1880,0,0
tyeshawn,0,1880,1880,0,0
dasai,0,1880,1880,0,0
lequinton,0,1880,1880,0,0
aldhair,0,1880,1880,0,0
saayok,0,1880,1880,0,0
grandison,0,1880,1880,0,0
diony,0,1880,1880,0,0
zennith,0,1880,1880,0,0
spanky,0,1880,1880,0,0
varden,0,1880,1880,0,0
jaderian,0,1880,1880,0,0
jasiir,0,1880,1880,0,0
nickles,0,1880,1880,0,0
heflin,0,1880,1880,0,0
dav,0,1880,1880,0,0
ziar,0,1880,1880,0,0
kwamir,0,1880,1880,0,0
tannin,0,1880,1880,0,0
madax,0,1880,1880,0,0
onorio,0,1880,1880,0,0
arvile,0,1880,1880,0,0
anzo,0,1880,1880,0,0
rural,0,1880,1880,0,0
urbin,0,1880,1880,0,0
pouya,0,1880,1880,0,0
elisee,0,1880,1880,0,0
lancy,0,1880,1880,0,0
zakrey,0,1880,1880,0,0
cozmo,0,1880,1880,0,0
travel,0,1880,1880,0,0
adammichael,0,1880,1880,0,0
zeljko,0,1880,1880,0,0
steban,0,1880,1880,0,0
amaias,0,1880,1880,0,0
harkeem,0,1880,1880,0,0
dairius,0,1880,1880,0,0
zamil,0,1880,1880,0,0
cyir,0,1880,1880,0,0
aaroosh,0,1880,1880,0,0
harcourt,0,1880,1880,0,0
jabel,0,1880,1880,0,0
osmund,0,1880,1880,0,0
carlvin,0,1880,1880,0,0
remick,0,1880,1880,0,0
jarade,0,1880,1880,0,0
harvester,0,1880,1880,0,0
jouse,0,1880,1880,0,0
digby,0,1880,1880,0,0
dhir,0,1880,1880,0,0
nickhil,0,1880,1880,0,0
magizhan,0,1880,1880,0,0
kaysaan,0,1880,1880,0,0
davyeon,0,1880,1880,0,0
rayvonn,0,1880,1880,0,0
damiun,0,1880,1880,0,0
zebulah,0,1880,1880,0,0
dahmari,0,1880,1880,0,0
courtlan,0,1880,1880,0,0
domynik,0,1880,1880,0,0
danieljoseph,0,1880,1880,0,0
heiner,0,1880,1880,0,0
montese,0,1880,1880,0,0
raheam,0,1880,1880,0,0
maximili,0,1880,1880,0,0
zakarey,0,1880,1880,0,0
benje,0,1880,1880,0,0
tyrise,0,1880,1880,0,0
jahmauri,0,1880,1880,0,0
charger,0,1880,1880,0,0
alber,0,1880,1880,0,0
marqis,0,1880,1880,0,0
devontia,0,1880,1880,0,0
mohammadhamza,0,1880,1880,0,0
hommy,0,1880,1880,0,0
akoi,0,1880,1880,0,0
thyler,0,1880,1880,0,0
phinn,0,1880,1880,0,0
darlow,0,1880,1880,0,0
xyier,0,1880,1880,0,0
izyck,0,1880,1880,0,0
zaccaria,0,1880,1880,0,0
traviss,0,1880,1880,0,0
jakolbi,0,1880,1880,0,0
raykwan,0,1880,1880,0,0
lukan,0,1880,1880,0,0
daronta,0,1880,1880,0,0
brayston,0,1880,1880,0,0
selton,0,1880,1880,0,0
zann,0,1880,1880,0,0
lucis,0,1880,1880,0,0
stance,0,1880,1880,0,0
jshun,0,1880,1880,0,0
akori,0,1880,1880,0,0
moheeb,0,1880,1880,0,0
zayire,0,1880,1880,0,0
zaraan,0,1880,1880,0,0
kadel,0,1880,1880,0,0
tyrinn,0,1880,1880,0,0
yousuke,0,1880,1880,0,0
llovani,0,1880,1880,0,0
bridan,0,1880,1880,0,0
jenning,0,1880,1880,0,0
daunta,0,1880,1880,0,0
menasha,0,1880,1880,0,0
rhashad,0,1880,1880,0,0
tetsuro,0,1880,1880,0,0
nawaz,0,1880,1880,0,0
torran,0,1880,1880,0,0
dammian,0,1880,1880,0,0
eziquel,0,1880,1880,0,0
gaynard,0,1880,1880,0,0
audio,0,1880,1880,0,0
stefin,0,1880,1880,0,0
hussin,0,1880,1880,0,0
shephen,0,1880,1880,0,0
covy,0,1880,1880,0,0
zakria,0,1880,1880,0,0
earvie,0,1880,1880,0,0
kanyan,0,1880,1880,0,0
tumaini,0,1880,1880,0,0
roble,0,1880,1880,0,0
mirio,0,1880,1880,0,0
nathiel,0,1880,1880,0,0
jaudiel,0,1880,1880,0,0
darnee,0,1880,1880,0,0
alesander,0,1880,1880,0,0
jarvie,0,1880,1880,0,0
tarrod,0,1880,1880,0,0
oshawn,0,1880,1880,0,0
esmail,0,1880,1880,0,0
jalian,0,1880,1880,0,0
bryin,0,1880,1880,0,0
raedon,0,1880,1880,0,0
elyam,0,1880,1880,0,0
jhosmar,0,1880,1880,0,0
haegen,0,1880,1880,0,0
sisqo,0,1880,1880,0,0
acton,0,1880,1880,0,0
kovyn,0,1880,1880,0,0
bristan,0,1880,1880,0,0
wezley,0,1880,1880,0,0
erenst,0,1880,1880,0,0
gullermo,0,1880,1880,0,0
aljaquan,0,1880,1880,0,0
erikc,0,1880,1880,0,0
hoku,0,1880,1880,0,0
arjav,0,1880,1880,0,0
elec,0,1880,1880,0,0
elajuwon,0,1880,1880,0,0
amanjot,0,1880,1880,0,0
tugg,0,1880,1880,0,0
tyriese,0,1880,1880,0,0
tredan,0,1880,1880,0,0
daezon,0,1880,1880,0,0
garwin,0,1880,1880,0,0
wesston,0,1880,1880,0,0
jersen,0,1880,1880,0,0
martain,0,1880,1880,0,0
sopath,0,1880,1880,0,0
amayis,0,1880,1880,0,0
kenzin,0,1880,1880,0,0
israr,0,1880,1880,0,0
johao,0,1880,1880,0,0
stepfan,0,1880,1880,0,0
jaxxston,0,1880,1880,0,0
khaz,0,1880,1880,0,0
yoshmel,0,1880,1880,0,0
fulgencio,0,1880,1880,0,0
wakefield,0,1880,1880,0,0
hover,0,1880,1880,0,0
clenard,0,1880,1880,0,0
eijah,0,1880,1880,0,0
mehraj,0,1880,1880,0,0
vandawt,0,1880,1880,0,0
jaterrious,0,1880,1880,0,0
avyel,0,1880,1880,0,0
damyrion,0,1880,1880,0,0
jazias,0,1880,1880,0,0
dyllian,0,1880,1880,0,0
yloan,0,1880,1880,0,0
takobe,0,1880,1880,0,0
jamess,0,1880,1880,0,0
kamyar,0,1880,1880,0,0
magdy,0,1880,1880,0,0
dahvi,0,1880,1880,0,0
nishaun,0,1880,1880,0,0
krag,0,1880,1880,0,0
nedrick,0,1880,1880,0,0
joaniel,0,1880,1880,0,0
sapan,0,1880,1880,0,0
mcaiden,0,1880,1880,0,0
karrell,0,1880,1880,0,0
ohajee,0,1880,1880,0,0
nichalaus,0,1880,1880,0,0
traeshon,0,1880,1880,0,0
quontavious,0,1880,1880,0,0
julain,0,1880,1880,0,0
amonra,0,1880,1880,0,0
jakare,0,1880,1880,0,0
jaseph,0,1880,1880,0,0
corrick,0,1880,1880,0,0
demetrey,0,1880,1880,0,0
quaterrius,0,1880,1880,0,0
bartly,0,1880,1880,0,0
yosimar,0,1880,1880,0,0
deonis,0,1880,1880,0,0
khaysen,0,1880,1880,0,0
kaizeir,0,1880,1880,0,0
itziar,0,1880,1880,0,0
auley,0,1880,1880,0,0
elviz,0,1880,1880,0,0
sviatoslav,0,1880,1880,0,0
manvil,0,1880,1880,0,0
aaronjoseph,0,1880,1880,0,0
graedy,0,1880,1880,0,0
rawi,0,1880,1880,0,0
domiano,0,1880,1880,0,0
codera,0,1880,1880,0,0
kelik,0,1880,1880,0,0
calisto,0,1880,1880,0,0
musawir,0,1880,1880,0,0
haon,0,1880,1880,0,0
derlyn,0,1880,1880,0,0
ewalt,0,1880,1880,0,0
ocyris,0,1880,1880,0,0
bernest,0,1880,1880,0,0
jerremiah,0,1880,1880,0,0
mingyu,0,1880,1880,0,0
corbit,0,1880,1880,0,0
sammey,0,1880,1880,0,0
damilo,0,1880,1880,0,0
gantt,0,1880,1880,0,0
karrem,0,1880,1880,0,0
dareian,0,1880,1880,0,0
ottice,0,1880,1880,0,0
eduan,0,1880,1880,0,0
tarver,0,1880,1880,0,0
ajayceon,0,1880,1880,0,0
garden,0,1880,1880,0,0
elvedin,0,1880,1880,0,0
quiton,0,1880,1880,0,0
davies,0,1880,1880,0,0
bulut,0,1880,1880,0,0
daxden,0,1880,1880,0,0
marqueal,0,1880,1880,0,0
matheos,0,1880,1880,0,0
giangelo,0,1880,1880,0,0
demeturis,0,1880,1880,0,0
hotchner,0,1880,1880,0,0
anatoli,0,1880,1880,0,0
dametrious,0,1880,1880,0,0
tyreco,0,1880,1880,0,0
shareem,0,1880,1880,0,0
peteris,0,1880,1880,0,0
eith,0,1880,1880,0,0
keyshone,0,1880,1880,0,0
kylematthew,0,1880,1880,0,0
kaialexander,0,1880,1880,0,0
clarendon,0,1880,1880,0,0
laurenzo,0,1880,1880,0,0
tetsu,0,1880,1880,0,0
kilam,0,1880,1880,0,0
habraham,0,1880,1880,0,0
aamer,0,1880,1880,0,0
keontai,0,1880,1880,0,0
henrey,0,1880,1880,0,0
hyung,0,1880,1880,0,0
esjay,0,1880,1880,0,0
zico,0,1880,1880,0,0
lurton,0,1880,1880,0,0
deprince,0,1880,1880,0,0
filippos,0,1880,1880,0,0
kahmal,0,1880,1880,0,0
coryell,0,1880,1880,0,0
osaiah,0,1880,1880,0,0
ikshan,0,1880,1880,0,0
toranio,0,1880,1880,0,0
ahmauri,0,1880,1880,0,0
kaleek,0,1880,1880,0,0
sanjan,0,1880,1880,0,0
harinder,0,1880,1880,0,0
filex,0,1880,1880,0,0
chasteen,0,1880,1880,0,0
siaka,0,1880,1880,0,0
airick,0,1880,1880,0,0
jemerrio,0,1880,1880,0,0
akrish,0,1880,1880,0,0
jiajun,0,1880,1880,0,0
jaymire,0,1880,1880,0,0
jaylian,0,1880,1880,0,0
dekwon,0,1880,1880,0,0
nikhilesh,0,1880,1880,0,0
truette,0,1880,1880,0,0
ulisess,0,1880,1880,0,0
naem,0,1880,1880,0,0
asmund,0,1880,1880,0,0
reimundo,0,1880,1880,0,0
pason,0,1880,1880,0,0
kyjaun,0,1880,1880,0,0
south,0,1880,1880,0,0
marguel,0,1880,1880,0,0
ericmichael,0,1880,1880,0,0
maklin,0,1880,1880,0,0
vayne,0,1880,1880,0,0
johnmarco,0,1880,1880,0,0
khevin,0,1880,1880,0,0
camerson,0,1880,1880,0,0
kentucky,0,1880,1880,0,0
ivison,0,1880,1880,0,0
angelray,0,1880,1880,0,0
dantes,0,1880,1880,0,0
isagani,0,1880,1880,0,0
leevan,0,1880,1880,0,0
rawly,0,1880,1880,0,0
princeethan,0,1880,1880,0,0
fedel,0,1880,1880,0,0
wladimir,0,1880,1880,0,0
jacqual,0,1880,1880,0,0
stearl,0,1880,1880,0,0
deeshawn,0,1880,1880,0,0
ziayre,0,1880,1880,0,0
manuell,0,1880,1880,0,0
galvester,0,1880,1880,0,0
torr,0,1880,1880,0,0
lasco,0,1880,1880,0,0
fieldon,0,1880,1880,0,0
aneil,0,1880,1880,0,0
rudloph,0,1880,1880,0,0
draydin,0,1880,1880,0,0
nazeef,0,1880,1880,0,0
ratan,0,1880,1880,0,0
gobind,0,1880,1880,0,0
kylend,0,1880,1880,0,0
eyvin,0,1880,1880,0,0
frink,0,1880,1880,0,0
azeir,0,1880,1880,0,0
kardale,0,1880,1880,0,0
brijido,0,1880,1880,0,0
corderall,0,1880,1880,0,0
adarrion,0,1880,1880,0,0
mony,0,1880,1880,0,0
nalen,0,1880,1880,0,0
padro,0,1880,1880,0,0
torenzo,0,1880,1880,0,0
zender,0,1880,1880,0,0
kazarion,0,1880,1880,0,0
bahran,0,1880,1880,0,0
twig,0,1880,1880,0,0
legennd,0,1880,1880,0,0
ahmaj,0,1880,1880,0,0
haaheo,0,1880,1880,0,0
aaravreddy,0,1880,1880,0,0
davahn,0,1880,1880,0,0
dakyan,0,1880,1880,0,0
souriya,0,1880,1880,0,0
jhovan,0,1880,1880,0,0
orum,0,1880,1880,0,0
thibault,0,1880,1880,0,0
nickales,0,1880,1880,0,0
lekai,0,1880,1880,0,0
matthijs,0,1880,1880,0,0
