name,f_sum,m_sum,total,per_diff
felis,42,62,104,38.46153846153847
kory,1338,14385,15723,165.96069452394582
darryn,49,1723,1772,188.9390519187359
deonne,437,47,484,161.15702479338842
taydem,106,29,135,114.07407407407408
shawna,45531,109,45640,199.0446976336547
ace,164,26319,26483,197.52293924404333
wylde,5,111,116,182.75862068965517
jackey,43,683,726,176.3085399449036
selena,59887,57,59944,199.61964500200187
breyer,52,210,262,120.61068702290076
angelis,530,35,565,175.2212389380531
lind,90,29,119,102.52100840336134
amal,4141,372,4513,167.02858409040547
oluwatobi,158,562,720,112.22222222222223
norris,523,16456,16979,187.6788974615702
jalin,471,1800,2271,117.04095112285337
jamari,894,15240,16134,177.83562662699887
iesha,7452,15,7467,199.19646444355163
mai,5677,20,5697,198.5957521502545
migdalia,4298,5,4303,199.5352079944225
pele,52,51,103,1.9417475728155338
karson,2106,21394,23500,164.1531914893617
bernell,750,1558,2308,70.01733102253033
desta,379,5,384,194.79166666666669
gaylan,46,481,527,165.0853889943074
brenley,1031,27,1058,189.79206049149337
haskell,10,3700,3710,198.92183288409703
alba,7471,108,7579,194.30003958305846
asaya,16,122,138,153.6231884057971
senna,1098,107,1205,164.48132780082986
tayven,48,700,748,174.33155080213905
rayvon,61,2059,2120,188.49056603773585
runako,5,28,33,139.3939393939394
demetres,6,97,103,176.6990291262136
carlon,187,863,1050,128.76190476190476
unnamed,265,372,637,33.594976452119305
sabre,520,73,593,150.75885328836424
kairy,220,6,226,189.38053097345133
kodee,380,311,691,19.971056439942114
kaye,13204,503,13707,185.32136864375866
scotti,712,119,831,142.719614921781
jiayi,123,60,183,68.85245901639344
finlee,1077,329,1406,106.40113798008535
shavonta,141,10,151,173.50993377483442
emanuel,99,54756,54855,199.27809680065627
luise,581,5,586,196.58703071672355
rhettlee,22,31,53,33.9622641509434
ogechukwu,51,6,57,157.89473684210526
kyori,50,5,55,163.63636363636365
neo,6,3117,3123,199.23150816522573
dima,410,79,489,135.37832310838448
ive,33,9,42,114.28571428571428
alyssa,314606,432,315038,199.45149474031706
kei,186,651,837,111.11111111111111
imani,27817,1395,29212,180.89826098863483
kemper,301,1598,1899,136.59820958399158
jakkia,16,8,24,66.66666666666666
bianca,77564,195,77759,198.9969006803071
noir,78,56,134,32.83582089552239
rizzo,5,50,55,163.63636363636365
lumiere,37,42,79,12.658227848101266
akanni,7,17,24,83.33333333333334
rothana,5,6,11,18.181818181818183
gladys,266718,1023,267741,198.47165731060988
carron,459,98,557,129.62298025134652
varenya,125,12,137,164.96350364963504
angelique,30164,6,30170,199.92045077891947
gean,670,564,1234,17.179902755267424
loxley,488,134,622,113.82636655948552
carey,12741,16880,29621,27.946389385908642
dwight,320,78587,78907,198.37783720075532
dorien,69,1207,1276,178.36990595611286
tullie,10,17,27,51.85185185185185
zaelyn,336,400,736,17.391304347826086
hilder,26,5,31,135.48387096774192
elsie,190072,886,190958,198.14409451292954
bailee,16240,243,16483,194.10301522781046
lynex,18,30,48,50.0
jolin,425,47,472,160.16949152542372
kiegan,5,160,165,187.87878787878788
bex,30,108,138,113.04347826086956
jolen,10,45,55,127.27272727272727
jasmir,6,31,37,135.13513513513513
tan,11,586,597,192.62981574539364
maheen,638,6,644,196.27329192546583
avery,170006,66880,236886,87.0680411674814
zoah,32,13,45,84.44444444444444
ida,187929,766,188695,198.37621558599855
tayvin,19,450,469,183.79530916844348
claudia,128318,760,129078,197.64483490602584
ryver,688,885,1573,25.047679593134138
abigael,1959,5,1964,198.9816700610998
kayland,57,18,75,104.0
ann,470261,1364,471625,198.84314868804665
yasha,218,58,276,115.94202898550725
avi,834,6087,6921,151.7988729952319
chaning,14,13,27,7.4074074074074066
omri,44,895,939,181.2566560170394
rhyon,27,32,59,16.94915254237288
erza,339,104,443,106.09480812641084
carmie,368,60,428,143.92523364485982
taree,16,5,21,104.76190476190477
ysabel,1498,225,1723,147.7655252466628
shawnee,3909,120,4029,188.08637379002232
ayomide,488,667,1155,30.99567099567099
renlee,584,27,611,182.3240589198036
arlen,809,7345,8154,160.3139563404464
jamar,73,15964,16037,198.17921057554406
dixie,44621,752,45373,193.37050668900005
kayse,447,69,516,146.51162790697674
miki,1812,73,1885,184.50928381962865
abbigail,12154,5,12159,199.83551278888066
asani,614,372,986,49.08722109533469
danni,2673,93,2766,186.55097613882862
danon,30,261,291,158.76288659793815
surya,334,1215,1549,113.75080697224016
dylan,16272,418679,434951,185.03555572926606
teigen,442,401,843,9.727164887307236
ronni,3607,67,3674,192.70549809471964
valjean,425,39,464,166.3793103448276
dontae,17,5934,5951,198.8573349016972
paz,646,201,847,105.0767414403778
young,530,2234,2764,123.29956584659914
rosemarie,51426,33,51459,199.74348510464642
khaza,165,1805,1970,166.49746192893403
hoang,51,750,801,174.5318352059925
freddie,10328,73315,83643,150.6091364489557
maisen,86,336,422,118.48341232227489
wendall,6,2433,2439,199.01599015990158
ben,467,85349,85816,197.82324974363755
aedan,43,3862,3905,195.595390524968
khalen,5,210,215,190.69767441860466
tkai,72,87,159,18.867924528301888
jaxin,5,975,980,197.9591836734694
jashan,5,302,307,193.48534201954396
josha,28,426,454,175.33039647577093
elean,55,60,115,8.695652173913043
mega,108,154,262,35.11450381679389
kamaurie,11,22,33,66.66666666666666
chaz,165,9909,10074,193.44848123883264
ailany,11160,18,11178,199.3558776167472
mckinnley,506,72,578,150.17301038062283
derion,49,1027,1076,181.78438661710038
jakai,206,4059,4265,180.6799531066823
barrie,1708,1337,3045,24.367816091954023
jobie,60,448,508,152.75590551181102
merrell,155,1164,1319,152.99469294920394
joo,10,5,15,66.66666666666666
kimberly,846393,4273,850666,197.99075077645045
lillian,475028,1429,476457,198.80031146567265
kaimi,26,43,69,49.275362318840585
kamarri,116,264,380,77.89473684210526
carina,16494,35,16529,199.15300381148285
namarii,10,12,22,18.181818181818183
landin,16,2667,2683,197.61461051062244
temeka,1414,5,1419,198.5905567300916
alham,5,5,10,0.0
justus,818,9140,9958,167.14199638481625
michiel,5,1040,1045,198.08612440191388
bilal,5,5858,5863,199.6588777076582
cantrell,65,422,487,146.61190965092402
avrie,1060,10,1070,196.26168224299064
iran,416,1359,1775,106.25352112676056
algie,361,1529,1890,123.5978835978836
vanna,2009,59,2068,188.5880077369439
bali,212,42,254,133.85826771653544
kaydan,134,733,867,138.1776239907728
ariella,22371,5,22376,199.9106185198427
rebecca,755992,2114,758106,198.88458869867802
starlyn,743,16,759,191.56785243741766
rudie,72,143,215,66.04651162790698
cubie,43,11,54,118.5185185185185
brownie,727,504,1231,36.230706742485786
lindsley,15,15,30,0.0
katy,20952,5,20957,199.9045664932958
remiel,45,338,383,153.00261096605746
shirrel,10,17,27,51.85185185185185
ying,260,140,400,60.0
sachary,5,5,10,0.0
bj,5,718,723,197.23374827109268
nicol,2220,28,2248,195.01779359430606
nesta,99,108,207,8.695652173913043
davis,1038,32076,33114,187.46149664794348
dyan,1804,124,1928,174.27385892116183
alfonsa,11,144,155,171.61290322580643
arri,64,33,97,63.91752577319587
tailer,193,15,208,171.15384615384613
andrae,41,2122,2163,192.417938049006
nesiah,95,37,132,87.87878787878788
sehaj,304,200,504,41.269841269841265
alcie,353,10,363,188.98071625344352
gretchen,53799,38,53837,199.71766628898342
nike,150,164,314,8.9171974522293
darla,43667,27,43694,199.7528264750309
yihan,48,12,60,120.0
dena,32479,56,32535,199.31151068080527
jamine,325,137,462,81.38528138528139
merley,10,5,15,66.66666666666666
riece,11,21,32,62.5
bev,998,5,1003,198.0059820538385
hendryx,49,211,260,124.61538461538461
kerrie,8589,104,8693,195.21454043483263
donavan,5,8300,8305,199.75918121613486
alizae,1262,5,1267,198.42146803472772
arleth,6840,11,6851,199.35775799153407
kyung,86,27,113,104.42477876106196
randon,10,1756,1766,197.73499433748586
dominiq,5,325,330,193.93939393939394
kamdin,5,325,330,193.93939393939394
dare,65,63,128,3.125
nyre,6,5,11,18.181818181818183
merl,278,2574,2852,161.00981767180926
harlin,113,1879,1992,177.30923694779116
marshel,12,521,533,190.99437148217635
vaughn,1120,21364,22484,180.0747198007472
hesed,16,36,52,76.92307692307693
garnell,99,406,505,121.58415841584159
tasi,88,37,125,81.6
xavi,6,2486,2492,199.03691813804173
brandis,730,84,814,158.7223587223587
poppy,9541,5,9546,199.79048816258117
shalen,72,11,83,146.9879518072289
franky,70,3074,3144,191.09414758269722
deshea,162,16,178,164.04494382022472
reno,22,4160,4182,197.895743663319
lon,20,9836,9856,199.18831168831167
alga,132,5,137,185.4014598540146
nevada,3190,723,3913,126.09251213902377
kamyron,5,59,64,168.75
raziel,46,1578,1624,188.66995073891627
nil,158,122,280,25.71428571428571
jamille,456,260,716,54.7486033519553
saje,148,50,198,98.98989898989899
justis,432,1492,1924,110.18711018711018
fernell,5,6,11,18.181818181818183
kota,158,1047,1205,147.55186721991703
cecile,20421,191,20612,196.29342130797593
kyleigh,20193,6,20199,199.8811822367444
jenny,92101,605,92706,197.38959722132333
orville,155,35065,35220,198.2396365701306
siah,222,364,586,48.4641638225256
lakyn,3103,144,3247,182.26054819833692
jaziah,991,1390,2381,33.51532969340613
kahlen,267,67,334,119.76047904191616
kashi,72,28,100,88.0
mercedes,46206,369,46575,196.83091787439614
oracle,42,24,66,54.54545454545454
leng,5,324,329,193.92097264437692
rita,284452,778,285230,198.908950671388
kiyomi,2238,6,2244,198.93048128342247
simeon,25,9462,9487,198.94592600400549
benjamin,2482,826830,829312,198.8028630961568
austine,168,153,321,9.345794392523365
acari,11,103,114,161.4035087719298
denni,197,15,212,171.69811320754718
kamarii,227,237,464,4.310344827586207
kinnie,5,159,164,187.80487804878047
kavi,39,929,968,183.88429752066116
azhar,157,316,473,67.23044397463002
carmen,142795,16961,159756,157.53273742457247
keymani,180,117,297,42.42424242424242
eugenia,29929,15,29944,199.7996259684745
eliezer,5,8164,8169,199.75517199167584
rocki,65,5,70,171.42857142857142
jaydyn,708,1064,1772,40.18058690744921
imisioluwa,46,6,52,153.84615384615387
leni,1935,27,1962,194.4954128440367
madeleine,45722,15,45737,199.86881518245622
sothea,8,18,26,76.92307692307693
lavi,10,287,297,186.53198653198652
kali,32527,911,33438,189.10221903223876
dashell,47,49,96,4.166666666666666
larkin,2019,2521,4540,22.11453744493392
isabel,132150,1827,133977,194.54533240780134
iyari,239,6,245,190.20408163265304
gilberto,58,28642,28700,199.191637630662
patsey,507,5,512,196.09375
torrey,1278,5066,6344,119.41992433795711
argusta,69,26,95,90.52631578947368
terran,566,1536,2102,92.2930542340628
inioluwa,197,140,337,33.82789317507419
lavonne,16443,217,16660,194.78991596638656
marx,6,329,335,192.83582089552237
winsley,349,6,355,193.23943661971833
warner,79,8554,8633,196.33962701262598
lina,19489,5,19494,199.8974043295373
amari,21288,31994,53282,40.18617919747757
pariss,210,5,215,190.69767441860466
ayana,12091,5,12096,199.8346560846561
oluwatofunmi,52,11,63,130.15873015873015
hattie,105197,494,105691,198.13039899329178
ryn,279,59,338,130.17751479289942
jariyah,1238,37,1275,188.3921568627451
baker,748,8234,8982,166.68893342240037
gwendell,50,5,55,163.63636363636365
taiyari,61,34,95,56.84210526315789
tomika,2781,5,2786,199.28212491026562
erim,5,5,10,0.0
bhavya,355,92,447,117.67337807606265
jalyne,147,10,157,174.52229299363057
zachariah,37,31238,31275,199.5267785771383
cevyn,130,91,221,35.294117647058826
kalki,48,13,61,114.75409836065573
breonte,5,6,11,18.181818181818183
caro,269,5,274,192.7007299270073
kerri,37021,348,37369,196.27498728892934
april,242925,667,243592,198.9047259351703
saidi,81,11,92,152.17391304347828
hero,219,806,1025,114.53658536585365
shamil,15,38,53,86.79245283018868
dale,21887,278156,300043,170.8215155827665
keshon,48,1240,1288,185.09316770186334
mali,1406,89,1495,176.18729096989966
gionni,141,1908,2049,172.47437774524158
kelsy,3231,39,3270,195.22935779816515
hien,327,305,632,6.962025316455696
kindell,174,52,226,107.9646017699115
saumya,252,5,257,192.21789883268482
dell,2544,4008,6552,44.68864468864469
tyme,73,51,124,35.483870967741936
brixx,8,138,146,178.08219178082192
wilford,5,10442,10447,199.80855748061646
arren,21,306,327,174.3119266055046
bailor,45,63,108,33.33333333333333
hampton,259,4780,5039,179.44036515181583
jaidynn,266,41,307,146.57980456026058
elda,8970,42,9012,198.1358189081225
othel,154,732,886,130.47404063205417
jalen,1711,40836,42547,183.91425952476087
murrel,189,736,925,118.27027027027026
tonnie,684,473,1157,36.47363872082973
simi,545,6,551,195.64428312159708
charlemagne,6,53,59,159.32203389830508
banx,17,379,396,182.82828282828282
kevyn,240,2141,2381,159.68080638387232
brannan,11,381,392,188.77551020408163
ryler,6,588,594,195.95959595959596
gaile,898,5,903,197.78516057585824
devon,20303,72673,92976,112.65272758561349
sidak,41,47,88,13.636363636363635
kenzo,5,4690,4695,199.57401490947817
bauer,6,869,875,197.25714285714287
torino,12,45,57,115.78947368421053
rodell,11,807,818,194.62102689486554
fong,5,301,306,193.4640522875817
noris,48,78,126,47.61904761904761
callaghan,64,374,438,141.55251141552512
aroyal,55,33,88,50.0
adele,42362,11,42373,199.8961602907512
dayana,15598,5,15603,199.8718195218868
majd,10,615,625,193.6
hany,11,37,48,108.33333333333333
malcolm,119,70209,70328,199.32317142532133
yannis,157,586,743,115.47779273216689
dace,18,524,542,186.71586715867159
frankey,5,139,144,186.11111111111111
ase,135,123,258,9.30232558139535
talis,16,99,115,144.34782608695653
lonell,23,763,786,188.29516539440203
azriah,17,26,43,41.86046511627907
manpreet,338,203,541,49.90757855822551
jashon,6,957,963,197.50778816199377
karee,756,85,841,159.5719381688466
emre,5,969,974,197.94661190965093
floyd,1377,154370,155747,196.4634952840183
bradley,1949,313008,314957,197.52474147264547
celester,221,181,402,19.900497512437813
darl,63,1819,1882,186.60998937300744
bernis,107,428,535,120.0
algia,46,58,104,23.076923076923077
azriel,681,4005,4686,141.86939820742637
todd,1060,282330,283390,198.50382864603552
aron,355,21235,21590,193.42288096340897
allah,16,181,197,167.51269035532994
deloni,34,11,45,102.22222222222221
limmie,33,300,333,160.36036036036037
lucchese,25,30,55,18.181818181818183
collen,512,661,1173,25.404944586530263
maziah,176,160,336,9.523809523809524
caasi,94,5,99,179.7979797979798
macy,32749,555,33304,193.33413403795342
modell,187,9,196,181.6326530612245
jakhari,20,1114,1134,192.94532627865962
keerat,143,10,153,173.8562091503268
dianne,95289,186,95475,199.22073841319715
celeste,65621,57,65678,199.6528517920765
lindsey,157551,7735,165286,181.28093123434533
tomi,2812,136,2948,181.54681139755766
jones,138,5357,5495,189.9545040946315
leeor,16,17,33,6.0606060606060606
analu,5,15,20,100.0
jaya,3907,28,3935,197.15374841168995
travis,2116,308571,310687,197.27571478690774
jora,130,11,141,168.79432624113474
daegan,48,904,952,179.83193277310926
pink,38,1089,1127,186.5128660159716
yabsera,15,11,26,30.76923076923077
knightley,107,33,140,105.71428571428572
glendale,81,544,625,148.16
jeane,4488,16,4504,198.5790408525755
riot,218,1295,1513,142.3661599471249
francesca,35331,33,35364,199.6267390566678
olle,5,12,17,82.35294117647058
quentin,190,43472,43662,198.25935596170584
keeghan,84,360,444,124.32432432432432
devann,148,8,156,179.4871794871795
danery,5,5,10,0.0
tobin,167,5570,5737,188.3562837720063
azhani,175,17,192,164.58333333333331
amery,630,106,736,142.3913043478261
colbie,3719,380,4099,162.9177848255672
marques,23,8070,8093,198.86321512418138
mechel,70,231,301,106.9767441860465
soo,193,18,211,165.87677725118485
truitt,5,1537,1542,198.7029831387808
shantez,29,48,77,49.35064935064935
cullen,112,16591,16703,197.31784709333652
airon,5,204,209,190.43062200956936
haroldean,7,12,19,52.63157894736842
jalynn,4774,385,5159,170.1492537313433
jonai,147,5,152,186.8421052631579
jesus,2685,244281,246966,195.651223245305
kelyn,428,336,764,24.083769633507853
wen,70,87,157,21.656050955414013
diem,717,89,806,155.83126550868488
bradie,582,201,783,97.31800766283524
caleb,653,324350,325003,199.19631511093743
an,1393,1126,2519,21.198888447796747
kinshasa,116,6,122,180.327868852459
jovanny,16,4874,4890,198.69120654396727
courtlyn,854,16,870,192.64367816091954
abiel,28,1617,1645,193.1914893617021
jersei,213,6,219,189.04109589041096
kylin,1356,2093,3449,42.73702522470281
naveen,339,1508,1847,126.58364916080129
chelsea,162884,451,163335,198.89552147427068
eric,4293,888891,893184,198.07743981083405
alik,5,387,392,194.89795918367346
staci,25480,59,25539,199.07592309800697
atli,6,17,23,95.65217391304348
ernestine,44032,159,44191,198.56079292163562
lynell,1961,823,2784,81.75287356321839
loys,139,193,332,32.53012048192771
sinceer,11,15,26,30.76923076923077
brandie,15839,29,15868,199.26896899420217
stephany,15171,5,15176,199.86821296784396
keshawn,342,6029,6371,178.52770365719667
omarion,5,4007,4012,199.50149551345962
tyjae,200,242,442,19.004524886877828
gina,153057,404,153461,198.94696372368225
chace,140,5405,5545,189.90081154192967
samauri,69,46,115,40.0
muse,7,86,93,169.89247311827958
jandell,6,22,28,114.28571428571428
chung,11,198,209,178.94736842105263
aamir,6,2691,2697,199.11012235817574
kelsea,6035,5,6040,199.66887417218544
lawayne,10,569,579,193.0915371329879
quashawn,5,699,704,197.1590909090909
kristyan,5,15,20,100.0
kamori,531,208,739,87.41542625169147
kade,279,23294,23573,195.26577016077715
jameson,1208,61883,63091,192.3412214103438
jihad,5,2058,2063,199.03053805138148
jomarie,464,5,469,195.73560767590618
hillory,27,5,32,137.5
erick,417,79463,79880,197.91186780170256
shaquita,2391,5,2396,199.1652754590985
dinnie,5,27,32,137.5
aideen,140,60,200,80.0
verlen,6,17,23,95.65217391304348
daly,308,48,356,146.06741573033707
hessie,1118,16,1134,194.3562610229277
skyland,28,30,58,6.896551724137931
tajah,858,76,934,167.45182012847965
karen,987989,2785,990774,198.87562653036917
lakshya,59,98,157,49.681528662420384
korry,12,360,372,187.09677419354838
ila,25060,60,25120,199.04458598726114
luciel,581,11,592,192.56756756756758
micaiah,1552,3085,4637,66.12033642441234
samuela,45,48,93,6.451612903225806
seymour,10,13112,13122,199.69516841944827
diana,368487,1284,369771,198.61103223346342
jacobia,15,5,20,100.0
tramaine,561,1891,2452,108.48287112561175
cody,5168,292009,297177,193.0438762084549
demetric,411,2135,2546,135.4281225451689
copelyn,215,21,236,164.40677966101697
treshaun,5,875,880,197.72727272727272
andrel,5,40,45,155.55555555555557
ruth,836122,2779,838901,198.6749330373906
farren,731,322,1053,77.68281101614434
donie,956,131,1087,151.79392824287027
earsie,163,5,168,188.0952380952381
davyn,74,604,678,156.34218289085547
dacota,188,491,679,89.24889543446245
isis,11881,12,11893,199.5964012444295
averee,1144,51,1195,182.928870292887
maddux,265,3833,4098,174.13372376769155
myrtle,136486,498,136984,198.54581556970157
kailynn,4732,15,4747,198.73604381714767
milton,615,117936,118551,197.92494369511854
azaiyah,58,14,72,122.22222222222223
lish,7,24,31,109.6774193548387
shepard,5,3714,3719,199.46222102715785
marva,10362,7,10369,199.72996431671328
porsha,4031,6,4037,199.40549913301956
shanell,4707,12,4719,198.98283534647172
kouvr,127,14,141,160.2836879432624
lyndell,828,1965,2793,81.41783029001074
airis,328,59,387,139.01808785529715
caisyn,70,170,240,83.33333333333334
kree,543,602,1145,10.305676855895197
tailor,970,161,1131,143.05923961096374
coti,49,11,60,126.66666666666666
azariah,7389,6558,13947,11.916541191654119
sophear,8,10,18,22.22222222222222
ahmad,18,20348,20366,199.6464696062064
jerri,15506,279,15785,192.92999683243585
zannie,140,144,284,2.8169014084507045
linny,10,6,16,50.0
anakin,50,5842,5892,196.60556687033267
tavon,78,4069,4147,192.47648902821317
adyn,114,1424,1538,170.35110533159948
jovani,135,7355,7490,192.79038718291054
rook,35,715,750,181.33333333333331
almas,198,31,229,145.85152838427948
mikhail,24,4134,4158,197.6911976911977
renee,185896,1617,187513,196.5506391556852
estevan,10,8956,8966,199.5538701762213
joby,68,1174,1242,178.09983896940417
johny,26,3571,3597,197.10870169585766
tayton,27,1106,1133,190.46778464254191
christin,11199,1018,12217,166.6693951051813
braydee,103,5,108,181.4814814814815
roderick,263,47183,47446,197.78274248619482
tupou,12,5,17,82.35294117647058
sham,240,36,276,147.82608695652172
morley,48,518,566,166.07773851590107
kehlani,14481,51,14532,198.5962014863749
vera,149456,398,149854,198.93763262909232
finnegan,104,13011,13115,196.82805947388488
taaj,5,90,95,178.94736842105263
mackenna,3660,8,3668,199.12758996728462
shontell,652,6,658,196.35258358662614
dasiah,168,62,230,92.17391304347827
deklyn,188,787,975,122.87179487179488
khyle,24,325,349,172.49283667621776
culture,19,20,39,5.128205128205128
kevin,5337,1184507,1189844,198.20581521611237
zaya,2532,58,2590,191.04247104247105
aliyan,11,148,159,172.32704402515725
romi,1810,138,1948,171.66324435318273
keri,32061,325,32386,195.985919841907
harjas,17,74,91,125.27472527472527
andrey,100,2709,2809,185.76005695977216
donsha,26,25,51,3.9215686274509802
shauntae,689,5,694,197.11815561959654
caylor,95,103,198,8.080808080808081
arti,256,14,270,179.25925925925924
rey,526,9696,10222,179.41694384660536
rian,3494,5624,9118,46.72077209914455
davy,326,2682,3008,156.64893617021275
mikkel,24,882,906,189.40397350993376
sae,78,5,83,175.9036144578313
jovanie,11,367,378,188.35978835978835
ashtynn,349,34,383,164.49086161879896
kaidynce,430,18,448,183.92857142857142
styles,7,703,710,196.05633802816902
nello,18,937,955,192.4607329842932
davion,216,13112,13328,193.51740696278512
donni,179,6,185,187.02702702702703
kodey,11,684,695,193.66906474820144
rochell,1619,92,1711,178.49210987726477
lexani,450,5,455,195.6043956043956
chosen,546,2248,2794,121.83249821045096
jaquell,5,231,236,191.52542372881356
stellar,192,64,256,100.0
brantlee,230,2363,2593,164.51986116467413
orland,5,2081,2086,199.0412272291467
micheal,1836,154719,156555,195.30899683817188
seren,1026,55,1081,179.64847363552266
makoa,7,1480,1487,198.1170141223941
tiana,29853,9,29862,199.8794454490657
heidi,149326,361,149687,199.03532036850225
graycin,41,39,80,5.0
rigoberto,7,11414,11421,199.75483757989667
hinata,448,12,460,189.56521739130434
ovis,5,5,10,0.0
shanay,1415,50,1465,186.3481228668942
jermel,5,1347,1352,198.5207100591716
zeriah,330,5,335,194.02985074626866
quest,59,1067,1126,179.04085257548846
ruthie,22624,32,22656,199.43502824858757
eudell,241,132,373,58.4450402144772
gibson,151,5410,5561,189.13864412875384
lyndol,12,99,111,156.75675675675674
bella,83721,45,83766,199.7851156793926
dmani,35,114,149,106.04026845637584
yarden,136,103,239,27.615062761506277
deondra,1354,415,1769,106.16167326172979
valencia,12198,11,12209,199.63961012367926
jonni,1293,5,1298,198.45916795069337
laverle,191,13,204,174.50980392156862
toya,3969,23,3992,197.69539078156313
levis,15,278,293,179.5221843003413
wilma,140101,754,140855,197.85879095523765
shannan,5162,317,5479,176.85709070998357
lovie,5887,627,6514,161.49831132944428
huntyr,53,26,79,68.35443037974683
junnie,168,26,194,146.39175257731958
edmund,60,52083,52143,199.5397272884184
gavyn,120,5219,5339,191.00955235062747
disney,157,5,162,187.6543209876543
maggie,123078,282,123360,199.08560311284046
whitley,8148,843,8991,162.49582916249582
connie,266783,6957,273740,189.83414919266457
stephon,14,8808,8822,199.36522330537295
fable,311,35,346,159.53757225433526
maddon,5,402,407,195.08599508599508
lerin,195,29,224,148.21428571428572
hollie,18453,1453,19906,170.8027730332563
yong,124,301,425,83.29411764705881
cason,80,11308,11388,197.19002458728485
chevie,75,17,92,126.08695652173914
lisa,967229,2783,970012,198.85238533131547
omotayo,10,16,26,46.15384615384615
whitney,97663,5994,103657,176.86986889452714
pernell,275,3037,3312,166.78743961352657
christon,231,1239,1470,137.14285714285714
payne,16,1300,1316,195.13677811550153
pier,364,119,483,101.44927536231884
toluwani,71,79,150,10.666666666666668
arly,820,75,895,166.4804469273743
tharon,167,483,650,97.23076923076923
rowen,2647,8169,10816,102.10798816568047
caroll,1302,776,2078,50.62560153994225
geoffrey,140,54394,54534,198.9731176880478
peregrine,139,322,461,79.39262472885032
janis,48841,174,49015,198.5800265224931
tannis,317,5,322,193.7888198757764
maverick,771,70604,71375,195.67915936952716
merritt,3231,6151,9382,62.24685568109145
dodi,458,5,463,195.6803455723542
ilerioluwa,18,7,25,88.0
lissette,7496,5,7501,199.73336888414877
shaton,101,10,111,163.96396396396395
marc,533,140604,141137,198.4894109978248
amias,7,3109,3116,199.10141206675226
elma,21703,483,22186,191.29180564319842
oshian,5,5,10,0.0
marlon,336,30956,31292,195.70497251693723
levester,6,838,844,197.1563981042654
sukhpreet,33,6,39,138.46153846153845
kaitlin,57355,75,57430,199.4776249347031
halsey,543,413,956,27.19665271966527
yaqeen,67,29,96,79.16666666666666
jalisa,6194,6,6200,199.61290322580646
deen,5,991,996,197.99196787148594
gavi,22,62,84,95.23809523809523
kennan,53,1223,1276,183.38557993730407
airam,1048,294,1342,112.36959761549925
naseeb,87,5,92,178.26086956521738
dioni,33,28,61,16.39344262295082
amyre,98,22,120,126.66666666666666
jaziyah,1148,43,1191,185.5583543240974
hilary,24171,2197,26368,166.67172330097085
airin,31,5,36,144.44444444444443
robbi,1591,313,1904,134.24369747899158
pau,23,431,454,179.73568281938327
trevis,10,1784,1794,197.77034559643255
loretta,177564,502,178066,198.87232823784439
dwayne,462,76738,77200,197.6062176165803
larren,22,79,101,112.87128712871286
cardin,25,341,366,172.6775956284153
sosa,7,117,124,177.41935483870967
kyrin,154,2099,2253,172.65867731913005
neil,385,104869,105254,198.5368727079256
wesley,3256,247713,250969,194.8105144460073
mike,662,205861,206523,198.71781835437216
julie,511253,1524,512777,198.81117912854907
kameran,186,492,678,90.2654867256637
saige,12119,1156,13275,165.16760828625235
samar,1107,1278,2385,14.339622641509434
angela,673257,2135,675392,198.73554913294797
jiaqi,49,5,54,162.96296296296296
ula,1618,31,1649,192.48029108550637
amarii,597,796,1393,28.57142857142857
cloud,26,750,776,186.5979381443299
hatton,13,34,47,89.36170212765957
cletis,159,1603,1762,163.90465380249717
alee,499,63,562,155.16014234875445
robbie,22553,21386,43939,5.311909692983454
curry,85,1570,1655,179.4561933534743
mickel,47,1962,2009,190.64211050273767
jamae,74,5,79,174.68354430379748
madisyn,17374,5,17379,199.88491857989527
chaquan,5,26,31,135.48387096774192
hoyt,10,8562,8572,199.5333644423705
lena,146479,326,146805,199.11174687510643
shire,37,6,43,144.1860465116279
iva,38397,564,38961,194.2095942095942
shammah,39,73,112,60.71428571428571
kendel,801,822,1623,2.5878003696857674
lexi,28115,5,28120,199.9288762446657
gari,485,158,643,101.71073094867806
levie,207,923,1130,126.72566371681415
jakaylin,69,10,79,149.36708860759492
clare,31456,3054,34510,164.60156476383656
mckayden,6,11,17,58.82352941176471
clemie,211,5,216,190.74074074074073
crystal,332114,1184,333298,198.57904937923422
graycen,786,644,1430,19.86013986013986
finn,431,34949,35380,195.1271905031091
honesty,5045,6,5051,199.52484656503663
ravion,12,47,59,118.64406779661016
mosi,11,105,116,162.06896551724137
olive,66926,394,67320,197.6589423648247
rexie,38,32,70,17.142857142857142
mina,19267,672,19939,186.5188825919053
kumari,122,36,158,108.86075949367088
julissa,25888,11,25899,199.8301092706282
hartford,71,456,527,146.11005692599622
kwanzaa,34,5,39,148.71794871794873
kaya,10314,662,10976,175.87463556851313
prentice,63,3929,3992,193.68737474949899
kamali,131,151,282,14.184397163120568
casie,4800,18,4818,198.50560398505604
ira,7125,55410,62535,154.42552170784361
dezzie,242,5,247,191.90283400809716
doyle,252,30400,30652,196.7114707033799
versai,5,87,92,178.26086956521738
chayse,881,2288,3169,88.79772798990217
langston,345,7319,7664,181.99373695198332
emaan,1351,132,1483,164.39649359406607
ikea,580,9,589,193.8879456706282
willet,6,94,100,176.0
ova,1364,528,1892,88.37209302325581
geordan,55,582,637,165.46310832025117
corie,3725,1021,4746,113.94858828487146
consuelo,16955,90,17045,197.8879436784981
